440,Almond Shortbread II,16 to 20,18,199,19.1,13.2,1.5,http://allrecipes.com/recipe/almond-shortbread-ii/detail.aspx
472,Aloo Phujia,4 to 6 servings,4,235,25.7,14.1,3.3,http://allrecipes.com/recipe/aloo-phujia/detail.aspx
493,Amalgamation Cake II,1 2-layer (8 or 9-inch) cakes,24,529,67,29,5.6,http://allrecipes.com/recipe/amalgamation-cake-ii/detail.aspx
511,Amaretto Cream Cake,1 2-layer 9-inch cake,24,333,48.5,12.1,3.6,http://allrecipes.com/recipe/amaretto-cream-cake/detail.aspx
512,Amaretto Divine,1 3-layer 8-inch cake,10,888,93.6,48.1,7.4,http://allrecipes.com/recipe/amaretto-divine/detail.aspx
522,Amatriciana,4 to 6 servings,6,353,65.1,5.1,14.4,http://allrecipes.com/recipe/amatriciana/detail.aspx
523,Amazin' Raisin Cake,1 2-layer 9-inch cake,12,664,79.8,37,7.4,http://allrecipes.com/recipe/amazin-raisin-cake/detail.aspx
536,Amazing Cocktail Sauce,1 0.5 cup,4,26,6.5,0.1,0.4,http://allrecipes.com/recipe/amazing-cocktail-sauce/detail.aspx
573,Amazingly Easy Irish Soda Bread,1 1.5-pound loaf,20,172,22.5,7.5,3.5,http://allrecipes.com/recipe/amazingly-easy-irish-soda-bread/detail.aspx
583,Ambrosia Cake,1 2-layer 9-inch cake,12,533,94.5,15.7,5.8,http://allrecipes.com/recipe/ambrosia-cake/detail.aspx
584,Ambrosia Cookies,6 0.5 dozen,36,163,20.7,8.4,2.1,http://allrecipes.com/recipe/ambrosia-cookies/detail.aspx
599,American Chop Suey II,4 to 6 servings,5,664,85.1,22,30,http://allrecipes.com/recipe/american-chop-suey-ii/detail.aspx
605,American Potato Salad,12 to 15 servings,12,329,41.4,15.9,7.4,http://allrecipes.com/recipe/american-potato-salad/detail.aspx
625,Amish Friendship Cake,2 (8 or 9-inch) loaf pans,24,256,33.9,10.8,6,http://allrecipes.com/recipe/amish-friendship-cake/detail.aspx
637,Amish Sugar Cakes,2 0.5 dozen,30,186,26.7,7.9,2.4,http://allrecipes.com/recipe/amish-sugar-cakes/detail.aspx
721,Angel Pillows,1 0.5 dozen,18,190,22.6,10.9,1.7,http://allrecipes.com/recipe/angel-pillows/detail.aspx
725,Angel Shrimp Pasta,4 to 6 servings,5,723,60.4,38.4,35.3,http://allrecipes.com/recipe/angel-shrimp-pasta/detail.aspx
770,Anise Tuiles,2 0.5 dozen,12,104,11.5,5.8,1.5,http://allrecipes.com/recipe/anise-tuiles/detail.aspx
791,Annette's Great Ham Glaze,1 0.5 cups glaze,10,177,17.2,9.5,0.4,http://allrecipes.com/recipe/annettes-great-ham-glaze/detail.aspx
846,Appetizer Mussels,2 to 4 servings,3,214,10.5,12,5.3,http://allrecipes.com/recipe/appetizer-mussels/detail.aspx
867,Apple and Sausage Cornbread Stuffing,8 to 10 servings,9,403,51.6,15.4,14.6,http://allrecipes.com/recipe/apple-and-sausage-cornbread-stuffing/detail.aspx
870,Apple and Sunflower Seed Salad,4 to 6 servings,5,172,13.9,12.9,1.9,http://allrecipes.com/recipe/apple-and-sunflower-seed-salad/detail.aspx
892,Apple Butter,1 0.5 quarts,48,24,6,0.1,0.1,http://allrecipes.com/recipe/apple-butter/detail.aspx
899,Apple Butter Ham Glaze,1 0.5 cups,12,47,11.6,0.1,0.2,http://allrecipes.com/recipe/apple-butter-ham-glaze/detail.aspx
938,Apple Cider Chicken Marinade,1 0.5 cups,4,211,3.3,18.8,0.5,http://allrecipes.com/recipe/apple-cider-chicken-marinade/detail.aspx
949,Apple Cinnamon Ice Cream,1 0.5 quarts,12,311,14.1,19.3,2.9,http://allrecipes.com/recipe/apple-cinnamon-ice-cream/detail.aspx
988,Apple Crumble Pie,1 deep dish 9-inch pie,8,358,52,16.4,2.5,http://allrecipes.com/recipe/apple-crumble-pie/detail.aspx
1070,Apple Pie Bread,1 1.5-pound loaf,12,182,35.1,2.2,5.2,http://allrecipes.com/recipe/apple-pie-bread/detail.aspx
1106,Apple Raisin Cakes,6 servings (serving size: 2 pancakes),6,203,41.1,2.1,6.1,http://allrecipes.com/recipe/apple-raisin-cakes/detail.aspx
1129,Apple Sour Cream Streusel Cake,1 (9 or 10-inch) tube cake,14,400,56.2,17.8,5.6,http://allrecipes.com/recipe/apple-sour-cream-streusel-cake/detail.aspx
1164,Apple Walnut Salad,8 0.5-cup servings,8,459,53.9,26.8,7.7,http://allrecipes.com/recipe/apple-walnut-salad/detail.aspx
1172,"Apple, Carrot, Or Zucchini Cake",1 9x13-inch cake,18,257,37.9,11.1,3.2,http://allrecipes.com/recipe/apple-carrot-or-zucchini-cake/detail.aspx
1195,Applesauce Barbeque Sauce,3 0.5 cups,28,49,12.6,0,0.1,http://allrecipes.com/recipe/applesauce-barbeque-sauce/detail.aspx
1206,Applesauce Cake V,2 8-inch round pans (OR 1 9x13-inch pan),12,315,49.7,12,4.3,http://allrecipes.com/recipe/applesauce-cake-v/detail.aspx
1249,Apricot and Honey Ham Glaze,3 0.25 cup,12,57,15.2,0.1,0.2,http://allrecipes.com/recipe/apricot-and-honey-ham-glaze/detail.aspx
1253,Apricot Bars I,1 0.5 dozen,18,251,32.4,13,2.3,http://allrecipes.com/recipe/apricot-bars-i/detail.aspx
1273,Apricot Chutney,3 0.25 cups,50,51,12.9,0.3,0.2,http://allrecipes.com/recipe/apricot-chutney/detail.aspx
1284,Apricot Filling and Frosting for Angel Food Cakes,1 (9 or 10-inch) tube cake,12,149,20.9,7.4,1.5,http://allrecipes.com/recipe/apricot-filling-and-frosting-for-angel-food-cakes/detail.aspx
1290,Apricot Glazed Chicken,4 to 6 servings,5,296,35.1,1.9,33.7,http://allrecipes.com/recipe/apricot-glazed-chicken/detail.aspx
1299,Apricot Marinated Eye of Round Roast,10 to 12 servings,12,270,19.2,12.4,20.4,http://allrecipes.com/recipe/apricot-marinated-eye-of-round-roast/detail.aspx
1325,Apricot-Filled Empanaditas,1 0.5 dozen,18,249,42.7,8.2,3.3,http://allrecipes.com/recipe/apricot-filled-empanaditas/detail.aspx
1348,Argentine Chimichurri Bread,1 1.5-pound loaf,15,131,21.8,3.2,3.7,http://allrecipes.com/recipe/argentine-chimichurri-bread/detail.aspx
1367,Army SOS Creamed Ground Beef,6 to 8 servings,6,201,8.5,10.8,16.3,http://allrecipes.com/recipe/army-sos-creamed-ground-beef/detail.aspx
1377,Arrowroot Biscuits,3 0.5 dozen,18,86,14.1,2.9,1.1,http://allrecipes.com/recipe/arrowroot-biscuits/detail.aspx
1423,Artichoke Pie,6 to 8 servings,7,365,24.1,22.7,17.7,http://allrecipes.com/recipe/artichoke-pie/detail.aspx
1522,Asian Potato Salad,6 servings,12,282,20.3,21.2,3.8,http://allrecipes.com/recipe/asian-potato-salad/detail.aspx
1586,Asparagus 'Guacamole',2 0.5 cups,10,22,4.1,0.3,1.9,http://allrecipes.com/recipe/asparagus-guacamole-2/detail.aspx
1598,Asparagus Salad,4 to 6 servings,4,274,43.2,10.4,6.2,http://allrecipes.com/recipe/asparagus-salad/detail.aspx
1612,Asparagus with Lime and Ginger,1 0.5-pounds asparagus,4,219,7.7,20.8,3.7,http://allrecipes.com/recipe/asparagus-with-lime-and-ginger/detail.aspx
1642,Audry's Shrimp Stew,4 to 6 servings,4,271,16.4,19.1,8.7,http://allrecipes.com/recipe/audrys-shrimp-stew/detail.aspx
1669,Aunt Gail's Oatmeal Lace Cookies,3 to 4 dozen,48,72,8.7,4,0.5,http://allrecipes.com/recipe/aunt-gails-oatmeal-lace-cookies/detail.aspx
1676,Aunt Jinny's Tangy Beef Brisket,4 to 6 servings,4,969,146.6,24.8,44.1,http://allrecipes.com/recipe/aunt-jinnys-tangy-beef-brisket/detail.aspx
1708,Aunt Rosie's Gob Cake,1 2-layer 10x15-inch cake,14,461,53.9,26.3,5.5,http://allrecipes.com/recipe/aunt-rosies-gob-cake/detail.aspx
1723,Auntie Willie's Dutch Apple Pie,1 12x2-inch deep dish pie (or 2 9-inch pies),16,274,41.1,12.2,2.3,http://allrecipes.com/recipe/auntie-willies-dutch-apple-pie/detail.aspx
1822,Avgolemono,4 to 6 servings,4,150,21.8,4.2,8.4,http://allrecipes.com/recipe/avgolemono/detail.aspx
1829,Avocado and Edamame Dip,1 0.5 cups,5,171,11.3,13.5,5.1,http://allrecipes.com/recipe/avocado-and-edamame-dip/detail.aspx
1879,Avocado Salad with Orange-Wasabi Glazed Chicken,4 to 6 servings,5,515,59.2,18.7,27.4,http://allrecipes.com/recipe/avocado-salad-with-orange-wasabi-glazed-chicken/detail.aspx
1919,Awesome Broccoli Casserole,10 to 12 servings,10,372,30.1,23.6,12.4,http://allrecipes.com/recipe/awesome-broccoli-casserole/detail.aspx
1936,Awesome Ham Glaze and Marinade,1 0.25 cup glaze,20,46,11.8,0.1,0.2,http://allrecipes.com/recipe/awesome-ham-glaze-and-marinade/detail.aspx
1948,Awesome Roast Beef,6 to 8 servings,7,308,3.3,16.1,35.4,http://allrecipes.com/recipe/awesome-roast-beef/detail.aspx
1963,Aztec Casserole,6 to 8 servings,6,665,31.6,44,38.1,http://allrecipes.com/recipe/aztec-casserole/detail.aspx
1965,Azteca Soup,4 to 6 servings,5,360,37,21.2,9.6,http://allrecipes.com/recipe/azteca-soup/detail.aspx
1976,Baba Ghanoush,5 to 8 servings,7,130,14.2,7.3,4.9,http://allrecipes.com/recipe/baba-ghanoush/detail.aspx
1977,Baba Ghanoush,1 0.5 cups,12,66,4.6,5.2,1.6,http://allrecipes.com/recipe/baba-ghanoush-2/detail.aspx
31,Greek Salad II,4 to 6 servings,5,755,21.9,68.2,16.7,http://allrecipes.com/recipe/greek-salad-ii/detail.aspx
68,Green and Red Tomato and Corn Soup,4 to 6 servings,5,182,27.2,7.2,5.3,http://allrecipes.com/recipe/green-and-red-tomato-and-corn-soup/detail.aspx
76,Green Bean and Feta Salad,4 to 6 servings,5,259,15.8,19.9,6,http://allrecipes.com/recipe/green-bean-and-feta-salad/detail.aspx
86,Green Bean Bundles II,8 to 10 servings,9,220,6,20,4.1,http://allrecipes.com/recipe/green-bean-bundles-ii/detail.aspx
91,Green Bean Casserole I,8 to 10 servings,9,221,18.5,13.7,7,http://allrecipes.com/recipe/green-bean-casserole-i/detail.aspx
106,Green Bean Supreme,6 to 8 servings,7,366,15.7,27.7,13.9,http://allrecipes.com/recipe/green-bean-supreme/detail.aspx
114,Green Beans with Almonds,6 to 8 servings,7,97,9.9,5.5,4,http://allrecipes.com/recipe/green-beans-with-almonds/detail.aspx
132,Green Bell Peppers stuffed with Tomato Lentil Couscous,4 to 6 servings,6,831,42.3,55.5,41.7,http://allrecipes.com/recipe/green-bell-peppers-stuffed-with-tomato-lentil-couscous/detail.aspx
135,Green Cake,1 9x13-inch cake,24,153,26.3,5,1.2,http://allrecipes.com/recipe/green-cake/detail.aspx
144,Green Chile Chicken Stew,8 to 10 servings,8,401,27.5,16.5,35,http://allrecipes.com/recipe/green-chile-chicken-stew/detail.aspx
154,Green Chili Casserole,8 to 10 servings,9,350,18.8,21.5,20.5,http://allrecipes.com/recipe/green-chili-casserole/detail.aspx
177,Green Goddess Chive Dressing,1 0.33 cups,10,107,1.7,11.2,0.6,http://allrecipes.com/recipe/green-goddess-chive-dressing/detail.aspx
192,Green Olive Chicken I,3 to 4 servings,3,949,82.5,45.5,53,http://allrecipes.com/recipe/green-olive-chicken-i/detail.aspx
197,Green Onion Ranch Dip,2 0.5 cups dip,20,111,2.7,10.7,1.5,http://allrecipes.com/recipe/green-onion-ranch-dip/detail.aspx
203,Green Onion Ranch Dip,2 0.5 cups dip,20,111,2.7,10.7,1.5,http://allrecipes.com/recipe/green-onion-ranch-dip/detail.aspx
213,Green Pea Salad,6 to 7 servings,5,357,25.4,26.8,6.2,http://allrecipes.com/recipe/green-pea-salad/detail.aspx
216,Green Pepper Pork Chops,2 to 3 servings,2,805,12.9,67.1,36.7,http://allrecipes.com/recipe/green-pepper-pork-chops/detail.aspx
237,Green Tea Layer Cake,1 2-layer 9-inch cake,12,449,53.2,24.4,5.4,http://allrecipes.com/recipe/green-tea-layer-cake/detail.aspx
250,Green Tomato Pasta Toss,4 to 6 servings,6,418,64.8,11.2,15,http://allrecipes.com/recipe/green-tomato-pasta-toss/detail.aspx
259,Green Turkey and Cheese,4 to 6 servings,5,337,4,23.2,28.5,http://allrecipes.com/recipe/green-turkey-and-cheese-2/detail.aspx
359,Grilled Chicken with Salsa Barbecue Sauce,3 to 4 servings,4,888,40.9,56.8,54.4,http://allrecipes.com/recipe/grilled-chicken-with-salsa-barbecue-sauce/detail.aspx
362,Grilled Chicken Wraps,4 to 6 servings,5,531,3.8,36.3,44.3,http://allrecipes.com/recipe/grilled-chicken-wraps/detail.aspx
372,Grilled Corn and Poblano Salad with Chipotle Vinaigrette,3 0.5 cups,6,170,16.1,12.4,2.7,http://allrecipes.com/recipe/grilled-corn-and-poblano-salad-with-chipotle-vinaigrette/detail.aspx
409,Grilled Gorgonzola-Basil Burgers,4 servings,4,350,0.8,23.9,30.3,http://allrecipes.com/recipe/grilled-gorgonzola-basil-burgers/detail.aspx
528,Grilled Potatoes and Mushrooms,6 to 8 servings,7,349,47.3,16,6.2,http://allrecipes.com/recipe/grilled-potatoes-and-mushrooms/detail.aspx
643,Grilled Vidalia Onions,4 to 6 servings,5,348,30.4,25.3,2.8,http://allrecipes.com/recipe/grilled-vidalia-onions/detail.aspx
670,Ground Beef and Sausage in Red Beans and Rice,14 to 16 servings,15,615,77.1,21.9,25.1,http://allrecipes.com/recipe/ground-beef-and-sausage-in-red-beans-and-rice/detail.aspx
748,Gulyas Leves,2 to 4 servings,3,1014,140.1,20.5,80.4,http://allrecipes.com/recipe/gulyas-leves/detail.aspx
750,Gumbo Style Chicken Creole,4 to 6 servings,5,167,14.7,3.3,19.8,http://allrecipes.com/recipe/gumbo-style-chicken-creole/detail.aspx
790,Habichuelas Guisadas,4 to 6 servings,4,170,23.8,5.2,8.3,http://allrecipes.com/recipe/habichuelas-guisadas/detail.aspx
848,Ham and Bean Soup II,6 to 8 servings,6,459,50.6,14,33.8,http://allrecipes.com/recipe/ham-and-bean-soup-ii/detail.aspx
859,Ham and Cheese Breakfast Quiche,4 to 6 servings,5,461,25.2,32.9,17.6,http://allrecipes.com/recipe/ham-and-cheese-breakfast-quiche/detail.aspx
871,Ham and Cheese Salad,4 to 6 servings,5,284,3.4,24,13.6,http://allrecipes.com/recipe/ham-and-cheese-salad/detail.aspx
883,Ham and Fruit Stir-Fry,2 to 4 servings,3,768,36.5,29.9,85.3,http://allrecipes.com/recipe/ham-and-fruit-stir-fry/detail.aspx
915,Ham Broccoli Braid,8 to 10 servings,9,348,22.8,21.3,14.4,http://allrecipes.com/recipe/ham-broccoli-braid/detail.aspx
921,Ham Glaze,1 0.25 cup glaze,10,85,18.8,1.3,0.1,http://allrecipes.com/recipe/ham-glaze/detail.aspx
922,Ham Glaze with Mustard and Pineapple,1 0.5 cup glaze,20,51,12.8,0.1,0.2,http://allrecipes.com/recipe/ham-glaze-with-mustard-and-pineapple/detail.aspx
957,"Ham, Potato and Broccoli Casserole",4 to 6,5,502,34.7,31.2,22.8,http://allrecipes.com/recipe/ham-potato-and-broccoli-casserole/detail.aspx
967,Hamburger Cheese Bake,8 to 10 servings,9,432,33.5,23.5,21.5,http://allrecipes.com/recipe/hamburger-cheese-bake/detail.aspx
987,Hamburger Soup III,4 to 6 servings,5,479,38.9,25.9,25.6,http://allrecipes.com/recipe/hamburger-soup-iii/detail.aspx
992,Hamburger Stew,6 to 8 servings,7,409,43.4,19,17.1,http://allrecipes.com/recipe/hamburger-stew/detail.aspx
1004,Hammy Hash,4 to 6 servings,4,453,29.6,31.6,14.1,http://allrecipes.com/recipe/hammy-hash/detail.aspx
1017,Happy Dreams Cookies,2 to 2.5 dozen,30,68,8.5,3.2,1.6,http://allrecipes.com/recipe/happy-dreams-cookies/detail.aspx
1022,Happy Soup,6 to 8 servings,7,305,51.5,4.9,16.2,http://allrecipes.com/recipe/happy-soup/detail.aspx
1025,Hard Chocolate Glaze,1 glaze (for 1 cake),12,184,13.3,15.2,1.7,http://allrecipes.com/recipe/hard-chocolate-glaze/detail.aspx
1031,Hardly Hard Sauce,1 0.5 cups,12,187,10,15.4,0.2,http://allrecipes.com/recipe/hardly-hard-sauce/detail.aspx
1038,Harold's Salad,10 to 12 servings,11,185,14.4,13.3,4.1,http://allrecipes.com/recipe/harolds-salad/detail.aspx
1060,Harvest Vegan Nut Roast,3 to 4 servings,3,873,126,29.6,29,http://allrecipes.com/recipe/harvest-vegan-nut-roast/detail.aspx
1073,Hash Brown Casserole I,8 to 10 servings,9,392,33.3,31.4,8.6,http://allrecipes.com/recipe/hash-brown-casserole-i/detail.aspx
1090,Hawaii Chicken,4 to 6 servings,5,640,13.5,45.3,43.1,http://allrecipes.com/recipe/hawaii-chicken/detail.aspx
1100,Hawaiian Bread I,1 1.5-pound loaf,15,169,29,3.9,4.3,http://allrecipes.com/recipe/hawaiian-bread-i/detail.aspx
1104,Hawaiian Cake,1 (9 or 10-inch) tube pan,14,566,66.1,32.5,6,http://allrecipes.com/recipe/hawaiian-cake/detail.aspx
1127,"Hawaiian Pineapple, Orange, and Guava Party Punch",1 0.5 gallons punch,40,97,22.8,0.8,0.5,http://allrecipes.com/recipe/hawaiian-pineapple-orange-and-guava-party-punch/detail.aspx
1160,Haystacks III,1 0.5 dozen,24,84,12.8,4.1,0.5,http://allrecipes.com/recipe/haystacks-iii/detail.aspx
1197,Healthier Alfredo Sauce,1 0.5 cup,4,251,4,22.6,9.2,http://allrecipes.com/recipe/healthier-alfredo-sauce/detail.aspx
1213,"Healthier Best Big, Fat, Chewy Chocolate Chip Cookie",1 0.5 dozen,18,232,38,8.7,2.6,http://allrecipes.com/recipe/healthier-best-big-fat-chewy-chocolate-chip-cookie/detail.aspx
1228,Healthier Chewy Chocolate Chip Oatmeal Cookies,3 0.5 dozen,42,119,16.7,5.3,2,http://allrecipes.com/recipe/healthier-chewy-chocolate-chip-oatmeal-cookies/detail.aspx
1264,Healthier Marie's Easy Slow Cooker Pot Roast,6 to 8 servings,8,350,25.4,15.5,26.7,http://allrecipes.com/recipe/healthier-maries-easy-slow-cooker-pot-roast/detail.aspx
1309,Heart's Delight,2 to 3 dozen,36,170,18,10.5,1.3,http://allrecipes.com/recipe/hearts-delight/detail.aspx
1345,Hearty Hamburger Soup,10 servings,10,223,20.2,8.9,14.7,http://allrecipes.com/recipe/hearty-hamburger-soup/detail.aspx
1353,Hearty Lentil Soup II,2 to 3 servings,2,808,115.3,19.5,32.2,http://allrecipes.com/recipe/hearty-lentil-soup-ii/detail.aspx
1362,Hearty Multigrain Bread,1 1.5-pound loaf,12,124,22.6,2.3,4.1,http://allrecipes.com/recipe/hearty-multigrain-bread/detail.aspx
1363,Hearty Oatmeal Loaf,1 1.5-pound loaf,12,145,27.9,1.7,4.1,http://allrecipes.com/recipe/hearty-oatmeal-loaf/detail.aspx
1366,"Hearty Potato, Bacon and Onion Soup",4 to 6 servings,4,578,51.8,36.5,12.7,http://allrecipes.com/recipe/hearty-potato-bacon-and-onion-soup/detail.aspx
1371,Hearty Sausage Soup II,4 0.5 quarts,8,481,43.8,24.2,22.9,http://allrecipes.com/recipe/hearty-sausage-soup-ii/detail.aspx
1382,Hearty Vegetable Soup,6 to 8 servings,7,354,73.5,2,12.2,http://allrecipes.com/recipe/hearty-vegetable-soup/detail.aspx
1393,Heather's Fried Chicken,6 thighs and 6 drumsticks,6,946,52.9,58.1,50.2,http://allrecipes.com/recipe/heathers-fried-chicken/detail.aspx
1413,Heavenly Lime Salad,6 to 8 servings,7,480,35.6,36,7.5,http://allrecipes.com/recipe/heavenly-lime-salad/detail.aspx
1419,Heavenly Pink Salad,12 to 16 servings,12,373,59.6,14.1,3.7,http://allrecipes.com/recipe/heavenly-pink-salad/detail.aspx
1423,Heavenly Shrimp Dip,10 to 15 servings,4,1086,82.4,71.9,27.7,http://allrecipes.com/recipe/heavenly-shrimp-dip/detail.aspx
1457,Herb Bread,1 1.5-pound loaf,12,164,28.1,3.2,5.4,http://allrecipes.com/recipe/herb-bread/detail.aspx
1459,Herb Cheese Butter,1 0.25 cup,8,54,0.2,5.9,0.3,http://allrecipes.com/recipe/herb-cheese-butter/detail.aspx
1472,Herb Roasted Vegetables,6 to 8 servings,7,171,23.4,8,2.9,http://allrecipes.com/recipe/herb-roasted-vegetables/detail.aspx
1500,Herbed Garlic Mashed Potatoes,6 0.5-cup servings,6,153,24.3,4.8,4.4,http://allrecipes.com/recipe/herbed-garlic-mashed-potatoes/detail.aspx
1521,Herbed Vinegars,12 to 16 ounce bottles,6,2,0.1,0,0,http://allrecipes.com/recipe/herbed-vinegars/detail.aspx
1534,Herman Cinnamon Rolls,15 to 20 cinnamon rolls,15,218,34.4,7.5,3.7,http://allrecipes.com/recipe/herman-cinnamon-rolls/detail.aspx
1536,Herman Coffee Cake,3 (8 or 9-inch) cakes,36,204,27.1,10.4,2.3,http://allrecipes.com/recipe/herman-coffee-cake-2/detail.aspx
1543,Hermit Bar Cookies,3 0.5 dozen,42,96,17.3,2.7,1.2,http://allrecipes.com/recipe/hermit-bar-cookies/detail.aspx
1648,Holiday Onions,4 to 6 servings,5,302,31.7,15,12,http://allrecipes.com/recipe/holiday-onions/detail.aspx
1677,Holly's Black Forest Cake,1 (8 or 9-inch) layer cake,12,586,103.6,19,5.4,http://allrecipes.com/recipe/hollys-black-forest-cake/detail.aspx
1732,Homemade Condensed Milk,1 0.33 cups,4,922,162.5,12.1,43.5,http://allrecipes.com/recipe/homemade-condensed-milk/detail.aspx
1745,Homemade Enchilada Sauce,2 0.5 cups,10,76,6.1,5.8,0.7,http://allrecipes.com/recipe/homemade-enchilada-sauce/detail.aspx
1750,Homemade Fresh Cheese,1 0.5-pounds of cheese,24,98,7.4,5.3,5.2,http://allrecipes.com/recipe/homemade-fresh-cheese/detail.aspx
1757,Homemade Horseradish,1 0.25 cups,10,12,2.5,0,0.4,http://allrecipes.com/recipe/homemade-horseradish/detail.aspx
1774,Homemade Mayonnaise II,2 0.5 cups,20,202,0.4,22.4,0.7,http://allrecipes.com/recipe/homemade-mayonnaise-ii/detail.aspx
1784,Homemade Pickled Ginger (Gari),1 0.5 cups,32,14,3.3,0.1,0.1,http://allrecipes.com/recipe/homemade-pickled-ginger-gari/detail.aspx
1801,Homemade Sweetened Condensed Milk,1 0.5 cups,6,278,56.3,4.8,4.3,http://allrecipes.com/recipe/homemade-sweetened-condensed-milk/detail.aspx
1811,Homemade Vegetable Soup,1 0.5 gallons,8,166,32.6,0.9,7.6,http://allrecipes.com/recipe/homemade-vegetable-soup/detail.aspx
1839,Honey and Citrus Dressing,1 0.5 cup,4,73,5.8,5.4,0.7,http://allrecipes.com/recipe/honey-and-citrus-dressing/detail.aspx
1841,Honey and Flaxseed Bread,1 1.5-pound loaf,12,174,30.8,4.9,7.1,http://allrecipes.com/recipe/honey-and-flaxseed-bread/detail.aspx
1852,Honey Balsamic Vinaigrette,1 0.5 cups,12,143,7.8,12.5,0.2,http://allrecipes.com/recipe/honey-balsamic-vinaigrette-2/detail.aspx
3,Horseradish Cream Sauce,2 0.5 cups,20,55,1.4,5.5,0.3,http://allrecipes.com/recipe/horseradish-cream-sauce/detail.aspx
36,Hot and Tangy Apple Cider,1 0.75 gallon,28,123,30,0.2,0.7,http://allrecipes.com/recipe/hot-and-tangy-apple-cider/detail.aspx
38,Hot and Tasty Bites,25 to 30 servings,27,233,18.1,14=3.4,9.5,http://allrecipes.com/recipe/hot-and-tasty-bites/detail.aspx
46,Hot Asiago Dip,1 0.5 cups,12,31,1.8,0.7,3.9,http://allrecipes.com/recipe/hot-asiago-dip/detail.aspx
75,Hot Chicken Salad IV,6 to 8 servings,7,638,21.2,48.8,29.9,http://allrecipes.com/recipe/hot-chicken-salad-iv/detail.aspx
77,Hot Chicken Sandwiches I,12 to 18 servings,15,626,15.6,39.2,49.6,http://allrecipes.com/recipe/hot-chicken-sandwiches-i/detail.aspx
90,Hot Clam Dip I,8 to 10 appetizer servings,9,209,8.5,13.5,13.3,http://allrecipes.com/recipe/hot-clam-dip-i/detail.aspx
94,Hot Cocoa Mix,"15 cups, or about 45 servings Change Servings",45,175,30.9,2,10.4,http://allrecipes.com/recipe/hot-cocoa-mix/detail.aspx
96,Hot Coffee Frosting,1 frosting for 3-layer cake,12,178,38.7,3.3,0.6,http://allrecipes.com/recipe/hot-coffee-frosting/detail.aspx
